t_max,t_min,precip,snow,snow_depth,date
50,10,0,0,-999,14/02/2023
57,24,0,0,-999,15/02/2023
49,30,0,0,-999,16/02/2023
58,24,0,0,-999,17/02/2023
50,33,0,0,-999,18/02/2023
33,13,0.28,9.1,7,19/02/2023
31,2,0.07,1.5,5,20/02/2023
55,11,0,0,2,21/02/2023
54,32,0,0,1,22/02/2023
48,32,0,0,-999,23/02/2023
53,31,0,0,0,24/02/2023
62,32,0,0,0,25/02/2023
48,2,0.51,6.1,5,26/02/2023
9,-13,0.05,0.6,4,27/02/2023
41,-5,0,0,3,28/02/2023
59,19,0,0,-999,01/03/2023
62,27,0,0,-999,02/03/2023
49,25,0,0,0,03/03/2023
49,30,0,0,0,04/03/2023
-998,-998,-998,-998,-998,05/03/2023
36,20,-999,-999,-999,06/03/2023
49,15,0.03,0.5,0,07/03/2023
46,25,-999,-999,0,08/03/2023
39,21,0,0,0,09/03/2023
54,20,0,0,0,10/03/2023
45,20,0,0,0,11/03/2023
38,26,0.01,0,0,12/03/2023
36,24,0,0,0,13/03/2023
54,26,0.01,0.2,0,14/03/2023
61,24,-999,-999,0,15/03/2023
58,36,-999,0,0,16/03/2023
50,23,-999,-999,0,17/03/2023
52,19,0,0,0,18/03/2023
66,30,0,0,0,19/03/2023
69,38,-999,0,0,20/03/2023
54,25,0.05,0.5,0,21/03/2023
42,19,0,0,0,22/03/2023
46,13,0,0,0,23/03/2023
55,16,0,0,0,24/03/2023
53,32,0,0,0,25/03/2023
57,27,0,0,0,26/03/2023
49,30,0.04,0.2,0,27/03/2023
50,26,-999,0,0,28/03/2023
55,23,0,0,0,29/03/2023
46,23,0.03,0.3,0,30/03/2023
40,19,0,0,0,31/03/2023
35,23,0.18,2.6,1,01/04/2023
48,14,0,0,-999,02/04/2023
49,26,0,0,0,03/04/2023
65,25,-999,0,0,04/04/2023
51,33,0,0,0,05/04/2023
65,32,0,0,0,06/04/2023
67,44,0,0,0,07/04/2023
57,32,0,0,0,08/04/2023
51,22,0.33,4.6,4,09/04/2023
42,8,0.08,1.4,1,10/04/2023
52,21,0,0,0,11/04/2023
65,25,0,0,0,12/04/2023
67,35,0,0,0,13/04/2023
69,35,0,0,0,14/04/2023
75,34,0,0,0,15/04/2023
84,39,0,0,0,16/04/2023
82,50,0,0,0,17/04/2023
76,54,0,0,0,18/04/2023
64,33,0.26,0.2,-999,19/04/2023
51,28,0.08,0.3,0,20/04/2023
62,26,0,0,0,21/04/2023
72,35,0,0,0,22/04/2023
76,41,0,0,0,23/04/2023
69,39,-999,0,0,24/04/2023
50,26,0,0,0,25/04/2023
52,30,0,0,0,26/04/2023
45,24,0.38,3.4,3,27/04/2023
56,19,0,0,0,28/04/2023
65,32,0,0,0,29/04/2023
60,36,0.05,0,0,30/04/2023
57,38,0.9,0,0,01/05/2023
67,40,0,0,0,02/05/2023
59,32,0.19,0,0,03/05/2023
71,39,0,0,0,04/05/2023
69,39,0,0,0,05/05/2023
70,36,0,0,0,06/05/2023
69,39,-999,0,0,07/05/2023
79,43,0,0,0,08/05/2023
73,46,0,0,0,09/05/2023
74,43,0.08,0,0,10/05/2023
69,38,0,0,0,11/05/2023
67,42,-999,0,0,12/05/2023
73,39,0,0,0,13/05/2023
76,42,0,0,0,14/05/2023
75,45,0.13,0,0,15/05/2023
54,43,1.27,0,0,16/05/2023
63,46,0.93,0,0,17/05/2023
61,42,0,0,0,18/05/2023
61,47,0.93,0,0,19/05/2023
57,46,1.17,0,0,20/05/2023
78,43,-999,0,0,21/05/2023
78,45,0.01,0,0,22/05/2023
68,46,0.15,0,0,23/05/2023
56,48,0.34,0,0,24/05/2023
66,45,-999,0,0,25/05/2023
75,46,0,0,0,26/05/2023
75,46,0,0,0,27/05/2023
78,46,0,0,0,28/05/2023
73,47,0.23,0,0,29/05/2023
73,46,0.02,0,0,30/05/2023
69,48,0.09,0,0,31/05/2023
78,46,0.13,0,0,01/06/2023
78,45,0.01,0,0,02/06/2023
81,46,0,0,0,03/06/2023
79,47,0,0,0,04/06/2023
75,47,0.03,0,0,05/06/2023
71,50,0.13,0,0,06/06/2023
71,50,0.5,0,0,07/06/2023
69,50,0.16,0,0,08/06/2023
61,52,0.79,0,0,09/06/2023
69,50,0.04,0,0,10/06/2023
75,45,0,0,0,11/06/2023
76,48,0.08,0,0,12/06/2023
77,51,0,0,0,13/06/2023
79,52,-999,0,0,14/06/2023
73,46,0,0,0,15/06/2023
70,50,0,0,0,16/06/2023
66,42,1.24,0,0,17/06/2023
65,46,0.11,0,0,18/06/2023
77,44,0.07,0,0,19/06/2023
75,53,0.13,0,0,20/06/2023
71,44,0.89,0,0,21/06/2023
72,46,0.01,0,0,22/06/2023
82,47,0,0,0,23/06/2023
89,55,0,0,0,24/06/2023
86,54,0,0,0,25/06/2023
82,51,0.14,0,0,26/06/2023
79,53,0.53,0,0,27/06/2023
77,55,0.03,0,0,28/06/2023
84,55,0,0,0,29/06/2023
81,48,0,0,0,30/06/2023
84,50,0,0,0,01/07/2023
90,55,0,0,0,02/07/2023
86,62,0,0,0,03/07/2023
78,59,0.13,0,0,04/07/2023
69,49,0.06,0,0,05/07/2023
82,48,-999,0,0,06/07/2023
86,52,0,0,0,07/07/2023
91,53,0,0,0,08/07/2023
87,60,0.02,0,0,09/07/2023
71,54,0.61,0,0,10/07/2023
73,56,0.08,0,0,11/07/2023
76,53,0,0,0,12/07/2023
78,58,0.03,0,0,13/07/2023
80,53,0,0,0,14/07/2023
93,54,0,0,0,15/07/2023
95,58,0,0,0,16/07/2023
91,59,-999,0,0,17/07/2023
92,58,-999,0,0,18/07/2023
86,61,0,0,0,19/07/2023
84,53,0,0,0,20/07/2023
88,54,0,0,0,21/07/2023
97,58,-999,0,0,22/07/2023
94,62,0,0,0,23/07/2023
86,68,-999,0,0,24/07/2023
78,59,0.4,0,0,25/07/2023
82,53,0.04,0,0,26/07/2023
89,52,0.1,0,0,27/07/2023
96,56,-999,0,0,28/07/2023
97,58,-999,0,0,29/07/2023
98,60,-999,0,0,30/07/2023
95,67,0.08,0,0,31/07/2023
95,60,0.02,0,0,01/08/2023
95,59,0.07,0,0,02/08/2023
85,56,-999,0,0,03/08/2023
94,58,0,0,0,04/08/2023
90,65,-999,0,0,05/08/2023
81,60,0.6,0,0,06/08/2023
84,58,0.18,0,0,07/08/2023
82,58,0.13,0,0,08/08/2023
88,54,0,0,0,09/08/2023
86,54,0,0,0,10/08/2023
74,57,0.03,0,0,11/08/2023
81,49,0.01,0,0,12/08/2023
84,51,0,0,0,13/08/2023
83,52,0,0,0,14/08/2023
91,54,0,0,0,15/08/2023
91,64,0.01,0,0,16/08/2023
87,60,0,0,0,17/08/2023
78,62,0,0,0,18/08/2023
79,52,0,0,0,19/08/2023
91,51,0,0,0,20/08/2023
95,59,-999,0,0,21/08/2023
91,62,0,0,0,22/08/2023
95,61,0,0,0,23/08/2023
96,66,-999,0,0,24/08/2023
91,57,0,0,0,25/08/2023
98,57,0,0,0,26/08/2023
94,60,-999,0,0,27/08/2023
93,61,0.02,0,0,28/08/2023
91,63,0,0,0,29/08/2023
83,58,0.54,0,0,30/08/2023
73,57,0.07,0,0,31/08/2023
85,55,0.22,0,0,01/09/2023
77,54,0.31,0,0,02/09/2023
82,51,0,0,0,03/09/2023
93,52,0,0,0,04/09/2023
93,57,0,0,0,05/09/2023
96,52,-999,0,0,06/09/2023
92,62,-999,0,0,07/09/2023
86,60,-999,0,0,08/09/2023
85,55,0.02,0,0,09/09/2023
78,50,0,0,0,10/09/2023
87,47,0,0,0,11/09/2023
91,52,0,0,0,12/09/2023
89,51,0,0,0,13/09/2023
86,51,0,0,0,14/09/2023
79,55,0.2,0,0,15/09/2023
66,52,0.34,0,0,16/09/2023
75,44,0,0,0,17/09/2023
81,45,0,0,0,18/09/2023
72,50,1.54,0,0,19/09/2023
66,51,0.22,0,0,20/09/2023
74,41,0,0,0,21/09/2023
81,44,0,0,0,22/09/2023
82,53,0,0,0,23/09/2023
78,60,-999,0,0,24/09/2023
79,48,0,0,0,25/09/2023
78,47,0,0,0,26/09/2023
78,47,0,0,0,27/09/2023
78,50,0,0,0,28/09/2023
77,41,0,0,0,29/09/2023
81,43,0,0,0,30/09/2023
81,44,0,0,0,01/10/2023
86,46,0,0,0,02/10/2023
87,51,0,0,0,03/10/2023
81,51,0,0,0,04/10/2023
83,46,0,0,0,05/10/2023
83,55,0.01,0,0,06/10/2023
82,50,0,0,0,07/10/2023
69,41,0,0,0,08/10/2023
71,46,0,0,0,09/10/2023
69,41,0,0,0,10/10/2023
57,40,0,0,0,11/10/2023
72,34,0,0,0,12/10/2023
78,39,0,0,0,13/10/2023
79,40,0,0,0,14/10/2023
82,42,0,0,0,15/10/2023
71,47,0.02,0,0,16/10/2023
59,40,-999,0,0,17/10/2023
58,30,-999,0,0,18/10/2023
54,29,0,0,0,19/10/2023
66,32,0,0,0,20/10/2023
75,38,0,0,0,21/10/2023
85,42,0,0,0,22/10/2023
72,41,0,0,0,23/10/2023
81,42,0,0,0,24/10/2023
87,43,0,0,0,25/10/2023
80,43,0,0,0,26/10/2023
75,38,0,0,0,27/10/2023
78,40,0,0,0,28/10/2023
68,41,0,0,0,29/10/2023
65,36,0,0,0,30/10/2023
51,37,-999,0,0,31/10/2023
42,27,0.02,0,0,01/11/2023
32,24,0.05,0.6,-999,02/11/2023
25,19,0.53,6.2,6,03/11/2023
43,9,0,0,3,04/11/2023
49,12,0,0,1,05/11/2023
56,28,0,0,-999,06/11/2023
70,32,0,0,0,07/11/2023
72,51,0,0,0,08/11/2023
67,35,0,0,0,09/11/2023
78,45,0,0,0,10/11/2023
71,38,0,0,0,11/11/2023
76,46,0,0,0,12/11/2023
60,36,0.07,-999,0,13/11/2023
50,25,0.04,-999,0,14/11/2023
54,21,0,0,0,15/11/2023
61,30,0,0,0,16/11/2023
63,35,0,0,0,17/11/2023
65,27,0,0,0,18/11/2023
72,42,0,0,0,19/11/2023
67,37,0,0,0,20/11/2023
69,39,0,0,0,21/11/2023
69,35,0,0,0,22/11/2023
60,30,0,0,0,23/11/2023
54,34,0,0,0,24/11/2023
49,35,-999,0,0,25/11/2023
57,23,0,0,0,26/11/2023
66,39,0,0,0,27/11/2023
63,32,0,0,0,28/11/2023
37,17,0.21,4.2,4,29/11/2023
24,12,0.17,3.1,6,30/11/2023
38,12,0,0,4,01/12/2023
43,15,0,0,3,02/12/2023
53,24,0,0,1,03/12/2023
52,23,0,0,-999,04/12/2023
38,22,0,0,-999,05/12/2023
67,35,0,0,0,06/12/2023
78,45,0,0,0,07/12/2023
71,38,0,0,0,08/12/2023
