t_max,t_min,precip,snow,snow_depth,date
30,12,0,0,-999,01/01/2018
46,12,0,0,-999,02/01/2018
50,20,0,0,-999,03/01/2018
52,24,0,0,-999,04/01/2018
62,25,0,0,-999,05/01/2018
60,30,0,0,-999,06/01/2018
55,30,0,0,-999,07/01/2018
56,25,0,0,0,08/01/2018
67,36,0,0,0,09/01/2018
59,44,0.01,0,0,10/01/2018
47,20,0,0,0,11/01/2018
48,29,0,0,0,12/01/2018
52,21,0,0,0,13/01/2018
52,22,0,0,0,14/01/2018
38,16,0.06,1.7,2,15/01/2018
36,0,0,0,1,16/01/2018
52,14,0,0,-999,17/01/2018
63,24,0,0,0,18/01/2018
69,38,0,0,0,19/01/2018
62,31,0,0,0,20/01/2018
32,24,0.67,7.1,7,21/01/2018
48,15,0,0,5,22/01/2018
44,19,0,0,4,23/01/2018
53,15,0,0,4,24/01/2018
53,28,0,0,4,25/01/2018
47,28,0,0,3,26/01/2018
45,20,0,0,3,27/01/2018
50,23,0,0,2,28/01/2018
59,23,0,0,1,29/01/2018
64,35,0,0,-999,30/01/2018
59,24,0,0,-999,31/01/2018
40,22,0.03,0.5,1,01/02/2018
52,23,0,0,0,02/02/2018
58,32,0,0,-999,03/02/2018
50,15,0.02,0.3,-999,04/02/2018
53,20,0.02,0,0,05/02/2018
49,22,-999,-999,0,06/02/2018
53,24,-999,-999,-999,07/02/2018
60,35,0,0,0,08/02/2018
56,24,0,0,0,09/02/2018
24,10,0.3,4.1,4,10/02/2018
46,6,0.04,1.6,2,11/02/2018
32,15,-999,0.1,-999,12/02/2018
57,12,-999,-999,-999,13/02/2018
63,41,0,0,0,14/02/2018
50,29,0,0,0,15/02/2018
41,14,0.04,0.6,-999,16/02/2018
56,31,0,0,0,17/02/2018
66,36,0,0,0,18/02/2018
54,10,0.11,3.2,2,19/02/2018
15,-6,0.34,5.6,6,20/02/2018
19,-4,0,0,4,21/02/2018
30,7,-999,-999,4,22/02/2018
34,9,0.01,0.1,4,23/02/2018
37,16,0.13,2.4,4,24/02/2018
40,20,0,0,3,25/02/2018
52,22,0,0,2,26/02/2018
52,22,0,0,1,27/02/2018
48,25,0,0,-999,28/02/2018
-998,-998,-998,-998,-998,01/03/2018
53,20,0,0,-999,02/03/2018
69,31,0,0,0,03/03/2018
68,30,0,0,0,04/03/2018
67,31,0,0,0,05/03/2018
45,24,0,0,0,06/03/2018
51,20,0,0,0,07/03/2018
52,17,0,0,0,08/03/2018
65,25,0,0,0,09/03/2018
64,40,0,0,0,10/03/2018
57,39,0,0,0,11/03/2018
51,19,0,0,0,12/03/2018
56,22,0,0,0,13/03/2018
57,23,0,0,0,14/03/2018
66,30,0,0,0,15/03/2018
65,35,0,0,0,16/03/2018
52,31,0.32,0.1,0,17/03/2018
61,27,0,0,0,18/03/2018
54,28,0.25,0.2,-999,19/03/2018
45,27,0.36,0.8,-999,20/03/2018
51,25,0,0,0,21/03/2018
60,27,0,0,0,22/03/2018
72,38,0,0,0,23/03/2018
70,51,0,0,0,24/03/2018
64,31,0,0,0,25/03/2018
62,31,0,0,0,26/03/2018
56,35,0.1,0,0,27/03/2018
47,26,0.61,3,-999,28/03/2018
47,29,0.39,1.5,1,29/03/2018
47,24,0.19,1.2,-999,30/03/2018
63,25,0.01,-999,0,31/03/2018
59,31,0,0,0,01/04/2018
49,24,0.02,0.1,0,02/04/2018
74,31,0,0,0,03/04/2018
65,30,0,0,0,04/04/2018
62,23,0,0,0,05/04/2018
65,37,0,0,0,06/04/2018
58,24,0.38,4.1,4,07/04/2018
50,22,0.02,0.1,0,08/04/2018
62,41,0,0,0,09/04/2018
57,33,0.04,-999,0,10/04/2018
69,35,0,0,0,11/04/2018
76,52,0,0,0,12/04/2018
76,40,0,0,0,13/04/2018
69,35,0.01,0,0,14/04/2018
57,28,0,0,0,15/04/2018
59,28,0,0,0,16/04/2018
65,31,0,0,0,17/04/2018
69,43,-999,-999,0,18/04/2018
56,28,-999,-999,0,19/04/2018
61,27,0,0,0,20/04/2018
58,35,0.03,0,0,21/04/2018
46,32,0.37,0.7,0,22/04/2018
64,29,0,0,0,23/04/2018
71,35,-999,0,0,24/04/2018
68,33,0.48,1,-999,25/04/2018
66,27,-999,-999,0,26/04/2018
66,41,0,0,0,27/04/2018
72,34,0,0,0,28/04/2018
73,38,0,0,0,29/04/2018
81,47,0,0,0,30/04/2018
76,43,0,0,0,01/05/2018
67,45,-999,0,0,02/05/2018
57,42,0.24,0,0,03/05/2018
53,38,1.44,0,0,04/05/2018
69,37,0.02,0,0,05/05/2018
75,47,0,0,0,06/05/2018
75,43,0,0,0,07/05/2018
82,46,0,0,0,08/05/2018
82,47,0,0,0,09/05/2018
76,46,0,0,0,10/05/2018
84,45,0,0,0,11/05/2018
84,49,-999,0,0,12/05/2018
64,51,0.44,0,0,13/05/2018
57,49,0.28,0,0,14/05/2018
64,49,0.65,0,0,15/05/2018
71,41,0.01,0,0,16/05/2018
81,44,0,0,0,17/05/2018
78,42,0,0,0,18/05/2018
75,48,0.51,0,0,19/05/2018
53,44,0.39,0,0,20/05/2018
51,41,0.42,0,0,21/05/2018
75,40,0.01,0,0,22/05/2018
77,47,0,0,0,23/05/2018
74,46,0.04,0,0,24/05/2018
82,48,0,0,0,25/05/2018
86,48,0,0,0,26/05/2018
86,50,0,0,0,27/05/2018
80,54,0,0,0,28/05/2018
79,52,0.07,0,0,29/05/2018
73,49,0,0,0,30/05/2018
82,45,0.24,0,0,31/05/2018
87,50,0,0,0,01/06/2018
87,50,0,0,0,02/06/2018
79,48,0,0,0,03/06/2018
77,44,0,0,0,04/06/2018
90,51,0,0,0,05/06/2018
91,53,0,0,0,06/06/2018
84,53,0,0,0,07/06/2018
90,53,0,0,0,08/06/2018
91,51,0,0,0,09/06/2018
91,52,0,0,0,10/06/2018
94,54,0,0,0,11/06/2018
91,60,0,0,0,12/06/2018
82,49,0,0,0,13/06/2018
90,52,0,0,0,14/06/2018
95,56,0,0,0,15/06/2018
89,62,0.02,0,0,16/06/2018
84,57,0.26,0,0,17/06/2018
73,55,0.42,0,0,18/06/2018
73,55,0.52,0,0,19/06/2018
73,57,0.44,0,0,20/06/2018
76,48,0,0,0,21/06/2018
81,50,-999,0,0,22/06/2018
86,53,0.01,0,0,23/06/2018
85,50,0,0,0,24/06/2018
85,54,0.02,0,0,25/06/2018
82,46,0,0,0,26/06/2018
97,51,0,0,0,27/06/2018
97,65,-999,0,0,28/06/2018
98,57,-999,0,0,29/06/2018
90,72,0,0,0,30/06/2018
79,53,0.13,0,0,01/07/2018
87,46,0,0,0,02/07/2018
92,51,0,0,0,03/07/2018
90,56,-999,0,0,04/07/2018
87,55,0,0,0,05/07/2018
84,58,0.24,0,0,06/07/2018
87,53,0,0,0,07/07/2018
96,57,0,0,0,08/07/2018
96,60,0,0,0,09/07/2018
93,60,0,0,0,10/07/2018
97,57,0,0,0,11/07/2018
95,58,0,0,0,12/07/2018
92,61,0.05,0,0,13/07/2018
88,55,0,0,0,14/07/2018
94,57,0,0,0,15/07/2018
93,61,0.45,0,0,16/07/2018
85,54,0.02,0,0,17/07/2018
84,61,-999,0,0,18/07/2018
94,60,-999,0,0,19/07/2018
97,61,0,0,0,20/07/2018
94,60,0,0,0,21/07/2018
93,60,0.05,0,0,22/07/2018
94,63,0.11,0,0,23/07/2018
78,63,0.31,0,0,24/07/2018
86,57,0.11,0,0,25/07/2018
82,58,0.03,0,0,26/07/2018
81,55,0.07,0,0,27/07/2018
80,56,0.35,0,0,28/07/2018
77,56,0.01,0,0,29/07/2018
75,52,0.04,0,0,30/07/2018
77,51,0,0,0,31/07/2018
84,48,0,0,0,01/08/2018
85,52,0,0,0,02/08/2018
91,53,0,0,0,03/08/2018
86,65,0.01,0,0,04/08/2018
86,63,-999,0,0,05/08/2018
86,61,0.01,0,0,06/08/2018
83,57,0,0,0,07/08/2018
88,54,0,0,0,08/08/2018
84,53,0,0,0,09/08/2018
90,55,0,0,0,10/08/2018
89,55,0,0,0,11/08/2018
92,53,0,0,0,12/08/2018
90,52,0,0,0,13/08/2018
90,51,0,0,0,14/08/2018
84,55,0.01,0,0,15/08/2018
88,54,0.04,0,0,16/08/2018
88,54,0,0,0,17/08/2018
87,57,0,0,0,18/08/2018
85,56,0,0,0,19/08/2018
79,51,0.16,0,0,20/08/2018
77,47,0,0,0,21/08/2018
76,51,-999,0,0,22/08/2018
80,55,0.01,0,0,23/08/2018
89,56,0,0,0,24/08/2018
89,56,0,0,0,25/08/2018
90,60,0,0,0,26/08/2018
94,56,0,0,0,27/08/2018
90,64,0,0,0,28/08/2018
86,49,0,0,0,29/08/2018
90,46,0,0,0,30/08/2018
90,56,0,0,0,31/08/2018
89,59,-999,0,0,01/09/2018
81,54,-999,0,0,02/09/2018
80,51,0,0,0,03/09/2018
80,54,0,0,0,04/09/2018
83,51,0,0,0,05/09/2018
76,54,0.96,0,0,06/09/2018
73,48,0.05,0,0,07/09/2018
78,48,0,0,0,08/09/2018
81,48,0,0,0,09/09/2018
87,54,-999,0,0,10/09/2018
88,52,0,0,0,11/09/2018
91,55,-999,0,0,12/09/2018
91,55,0,0,0,13/09/2018
94,59,0,0,0,14/09/2018
92,55,0,0,0,15/09/2018
93,52,0,0,0,16/09/2018
91,58,0,0,0,17/09/2018
92,60,0,0,0,18/09/2018
90,55,0,0,0,19/09/2018
83,57,-999,0,0,20/09/2018
83,57,0.01,0,0,21/09/2018
77,51,0,0,0,22/09/2018
86,43,0,0,0,23/09/2018
88,52,0,0,0,24/09/2018
82,51,0,0,0,25/09/2018
71,44,0,0,0,26/09/2018
72,36,0,0,0,27/09/2018
80,45,0,0,0,28/09/2018
64,42,0,0,0,29/09/2018
84,37,0,0,0,30/09/2018
73,40,-999,0,0,01/10/2018
67,39,-999,0,0,02/10/2018
82,48,0,0,0,03/10/2018
85,61,0,0,0,04/10/2018
74,43,0.03,0,0,05/10/2018
74,41,0.15,0,0,06/10/2018
54,39,0.03,0,0,07/10/2018
51,39,0.05,0,0,08/10/2018
44,37,0.78,0,0,09/10/2018
38,34,0.26,0,0,10/10/2018
38,30,0.33,0.9,0,11/10/2018
41,31,0.09,-999,0,12/10/2018
63,31,0,0,0,13/10/2018
66,34,0,0,0,14/10/2018
54,20,0.68,8.9,7,15/10/2018
47,13,0,0,2,16/10/2018
58,26,0,0,-999,17/10/2018
62,31,0,0,0,18/10/2018
68,31,0,0,0,19/10/2018
69,47,0,0,0,20/10/2018
70,34,0,0,0,21/10/2018
78,38,0,0,0,22/10/2018
72,41,0,0,0,23/10/2018
64,42,0,0,0,24/10/2018
65,44,-999,0,0,25/10/2018
69,40,0,0,0,26/10/2018
71,39,-999,0,0,27/10/2018
76,50,0,0,0,28/10/2018
78,36,0,0,0,29/10/2018
79,50,0,0,0,30/10/2018
66,33,0.1,0.1,-999,31/10/2018
49,32,0.18,0.2,0,01/11/2018
57,31,0,0,0,02/11/2018
64,31,0,0,0,03/11/2018
58,38,0.13,-999,0,04/11/2018
57,27,-999,0,0,05/11/2018
54,36,0,0,0,06/11/2018
52,31,0,0,0,07/11/2018
44,23,0,0,0,08/11/2018
40,21,0,0,0,09/11/2018
42,17,0,0,0,10/11/2018
58,28,0,0,0,11/11/2018
42,22,0.64,12.6,11,12/11/2018
30,12,0.06,1.6,7,13/11/2018
51,11,0,0,3,14/11/2018
61,27,0,0,3,15/11/2018
64,37,0,0,-999,16/11/2018
65,29,0,0,-999,17/11/2018
49,22,0.31,1.7,2,18/11/2018
47,12,0.05,0.5,1,19/11/2018
49,24,0,0,1,20/11/2018
57,21,0,0,-999,21/11/2018
62,27,0,0,0,22/11/2018
62,29,0,0,-999,23/11/2018
51,34,0,0,-999,24/11/2018
58,27,-999,0,-999,25/11/2018
46,20,0,0,0,26/11/2018
54,19,0,0,0,27/11/2018
58,28,0,0,0,28/11/2018
59,44,0,0,0,29/11/2018
52,31,0,0,0,30/11/2018
36,24,-999,-999,0,01/12/2018
47,22,0,0,0,02/12/2018
38,15,0,0,0,03/12/2018
34,21,0.16,2.5,1,04/12/2018
40,13,0,0,1,05/12/2018
48,13,0,0,1,06/12/2018
32,17,0.04,0.5,1,07/12/2018
44,16,0,0,-999,08/12/2018
49,19,0,0,-999,09/12/2018
47,21,0,0,-999,10/12/2018
54,18,0,0,-999,11/12/2018
57,32,0,0,-999,12/12/2018
55,26,0,0,-999,13/12/2018
47,19,0,0,-999,14/12/2018
55,23,0,0,-999,15/12/2018
56,22,0,0,0,16/12/2018
59,28,0,0,0,17/12/2018
59,26,0,0,0,18/12/2018
57,31,0,0,0,19/12/2018
50,35,0,0,0,20/12/2018
48,21,0,0,0,21/12/2018
63,25,0,0,0,22/12/2018
50,25,0.01,-999,0,23/12/2018
50,15,0,0,0,24/12/2018
50,26,0,0,0,25/12/2018
44,22,0,0,0,26/12/2018
40,17,-999,0.1,-999,27/12/2018
34,18,-999,-999,0,28/12/2018
23,13,-999,-999,0,29/12/2018
37,5,-999,-999,0,30/12/2018
50,21,0,0,0,31/12/2018
42,9,0.13,2.6,3,01/01/2019
13,2,0.03,0.6,2,02/01/2019
41,1,0,0,2,03/01/2019
56,22,0,0,1,04/01/2019
61,17,0,0,-999,05/01/2019
60,32,0,0,-999,06/01/2019
57,30,0,0,0,07/01/2019
51,34,-999,-999,0,08/01/2019
46,23,0,0,0,09/01/2019
50,23,-999,0,0,10/01/2019
58,29,0,0,0,11/01/2019
45,32,0.63,1.9,2,12/01/2019
39,29,0.14,1.4,2,13/01/2019
41,18,0,0,2,14/01/2019
51,17,0,0,1,15/01/2019
51,23,0,0,1,16/01/2019
53,29,0,0,-999,17/01/2019
57,32,0,0,0,18/01/2019
50,31,0.22,1.5,1,19/01/2019
51,20,0,0,-999,20/01/2019
54,35,0,0,-999,21/01/2019
51,23,0,0,-999,22/01/2019
44,23,0.17,2.2,2,23/01/2019
45,15,0,0,1,24/01/2019
37,19,0.18,2.9,3,25/01/2019
41,13,0,0,2,26/01/2019
48,21,0,0,2,27/01/2019
53,31,0,0,-999,28/01/2019
49,18,0.2,4,4,29/01/2019
32,7,0,0,2,30/01/2019
49,7,0,0,2,31/01/2019
50,23,0,0,1,01/02/2019
59,24,0,0,-999,02/02/2019
59,30,0,0,-999,03/02/2019
63,36,0,0,-999,04/02/2019
54,37,0,0,-999,05/02/2019
47,16,0,0,-999,06/02/2019
37,12,0.29,5.7,5,07/02/2019
20,-9,0.08,1.8,5,08/02/2019
33,-4,0,0,4,09/02/2019
44,11,0,0,3,10/02/2019
32,18,0,0,3,11/02/2019
36,9,-999,-999,2,12/02/2019
50,19,0,0,1,13/02/2019
57,31,0,0,-999,14/02/2019
56,36,0,0,0,15/02/2019
57,21,0.01,0.1,0,16/02/2019
52,18,-999,-999,0,17/02/2019
36,21,-999,-999,-999,18/02/2019
25,7,0.12,4.2,2,19/02/2019
20,12,0.06,0.6,2,20/02/2019
35,7,0,0,-999,21/02/2019
34,10,0,0,-999,22/02/2019
29,20,0.06,1.1,1,23/02/2019
41,15,0.11,1,1,24/02/2019
47,28,0,0,-999,25/02/2019
54,15,0,0,-999,26/02/2019
52,20,0,0,-999,27/02/2019
45,15,0.01,0.1,-999,28/02/2019
55,29,0,0,0,01/03/2019
-998,-998,-998,-998,-998,02/03/2019
54,28,0,0,0,03/03/2019
40,14,0.14,3,3,04/03/2019
14,-2,0.38,4.5,6,05/03/2019
22,-5,0.01,0.1,4,06/03/2019
32,3,0,0,4,07/03/2019
43,15,0,0,3,08/03/2019
53,26,0.09,0.1,-999,09/03/2019
46,25,-999,0,-999,10/03/2019
50,28,0.1,0,-999,11/03/2019
49,22,0,0,-999,12/03/2019
53,25,-999,0,-999,13/03/2019
59,29,0,0,0,14/03/2019
54,29,1.3,3.1,3,15/03/2019
36,25,0,0,2,16/03/2019
49,14,0,0,-999,17/03/2019
51,23,0,0,0,18/03/2019
54,23,0,0,0,19/03/2019
49,28,0,0,0,20/03/2019
49,28,0,0,0,21/03/2019
60,21,0,0,0,22/03/2019
59,30,0,0,0,23/03/2019
57,33,0.06,0,0,24/03/2019
52,33,0.04,0,0,25/03/2019
58,28,-999,0,0,26/03/2019
60,30,0,0,0,27/03/2019
70,31,0,0,0,28/03/2019
74,41,0,0,0,29/03/2019
64,35,0,0,0,30/03/2019
54,36,0.27,0,0,31/03/2019
42,26,0.44,5.4,-999,01/04/2019
51,26,0,0,0,02/04/2019
59,27,0,0,0,03/04/2019
55,33,0,0,0,04/04/2019
58,33,-999,0,0,05/04/2019
65,34,0,0,0,06/04/2019
69,33,0,0,0,07/04/2019
70,40,0,0,0,08/04/2019
70,41,0,0,0,09/04/2019
76,45,0,0,0,10/04/2019
78,44,0,0,0,11/04/2019
73,25,0.54,2.7,3,12/04/2019
43,16,0.24,2.5,1,13/04/2019
43,25,-999,-999,-999,14/04/2019
48,28,0.1,0.8,0,15/04/2019
65,26,0,0,0,16/04/2019
72,43,0,0,0,17/04/2019
71,38,-999,0,0,18/04/2019
64,40,-999,0,0,19/04/2019
63,44,0,0,0,20/04/2019
72,35,0,0,0,21/04/2019
79,47,0,0,0,22/04/2019
71,46,0.19,0,0,23/04/2019
48,38,0.32,0,0,24/04/2019
65,40,-999,0,0,25/04/2019
72,40,0,0,0,26/04/2019
70,41,0,0,0,27/04/2019
74,38,0,0,0,28/04/2019
66,42,0.02,0,0,29/04/2019
76,41,-999,0,0,30/04/2019
57,29,0.12,1.4,1,01/05/2019
37,29,0.34,2.8,1,02/05/2019
45,33,0.11,-999,0,03/05/2019
59,32,0.14,-999,0,04/05/2019
68,35,0,0,0,05/05/2019
70,36,0,0,0,06/05/2019
75,44,0,0,0,07/05/2019
71,43,-999,0,0,08/05/2019
61,43,0.34,0,0,09/05/2019
49,38,0.6,0,0,10/05/2019
39,31,0.52,2.3,-999,11/05/2019
52,34,-999,0,0,12/05/2019
64,32,-999,0,0,13/05/2019
71,34,0,0,0,14/05/2019
78,44,-999,0,0,15/05/2019
82,47,-999,0,0,16/05/2019
79,46,-999,0,0,17/05/2019
81,52,-999,0,0,18/05/2019
71,48,0.1,0,0,19/05/2019
65,37,0,0,0,20/05/2019
62,36,0.01,0,0,21/05/2019
46,35,0.39,-999,0,22/05/2019
43,31,0.89,5.1,2,23/05/2019
47,32,0.04,0,-999,24/05/2019
45,37,0.32,0,0,25/05/2019
70,34,0.02,0,0,26/05/2019
74,39,0,0,0,27/05/2019
75,43,-999,0,0,28/05/2019
67,42,0.05,0,0,29/05/2019
61,41,0.21,0,0,30/05/2019
61,39,0.14,0,0,31/05/2019
70,38,0,0,0,01/06/2019
76,42,0.01,0,0,02/06/2019
74,46,-999,0,0,03/06/2019
76,47,0.02,0,0,04/06/2019
77,47,0.09,0,0,05/06/2019
81,47,0.05,0,0,06/06/2019
77,47,-999,0,0,07/06/2019
82,47,0.1,0,0,08/06/2019
84,51,0.06,0,0,09/06/2019
81,51,0.01,0,0,10/06/2019
68,42,0.05,0,0,11/06/2019
77,38,0,0,0,12/06/2019
78,47,0,0,0,13/06/2019
75,51,0,0,0,14/06/2019
87,48,0,0,0,15/06/2019
84,63,0.02,0,0,16/06/2019
79,51,0,0,0,17/06/2019
78,49,0.04,0,0,18/06/2019
73,49,0.57,0,0,19/06/2019
74,52,0.03,0,0,20/06/2019
84,52,0,0,0,21/06/2019
85,53,0.02,0,0,22/06/2019
80,50,0.19,0,0,23/06/2019
56,44,0.87,0,0,24/06/2019
63,40,-999,0,0,25/06/2019
77,44,0,0,0,26/06/2019
82,52,-999,0,0,27/06/2019
87,51,0,0,0,28/06/2019
90,53,0,0,0,29/06/2019
94,55,0,0,0,30/06/2019
90,64,-999,0,0,01/07/2019
91,58,-999,0,0,02/07/2019
84,56,0.04,0,0,03/07/2019
84,53,0.71,0,0,04/07/2019
89,52,0,0,0,05/07/2019
85,55,0.11,0,0,06/07/2019
80,55,0.34,0,0,07/07/2019
80,53,0.01,0,0,08/07/2019
86,54,-999,0,0,09/07/2019
84,54,-999,0,0,10/07/2019
89,55,0,0,0,11/07/2019
86,53,0,0,0,12/07/2019
95,55,0,0,0,13/07/2019
90,60,0,0,0,14/07/2019
92,56,0,0,0,15/07/2019
90,59,0.06,0,0,16/07/2019
94,58,0.01,0,0,17/07/2019
90,54,-999,0,0,18/07/2019
97,62,0,0,0,19/07/2019
98,60,0,0,0,20/07/2019
98,62,0,0,0,21/07/2019
94,61,0.44,0,0,22/07/2019
83,60,-999,0,0,23/07/2019
80,62,0.18,0,0,24/07/2019
86,55,0,0,0,25/07/2019
95,56,-999,0,0,26/07/2019
88,63,0.03,0,0,27/07/2019
92,56,0,0,0,28/07/2019
87,61,0.16,0,0,29/07/2019
89,61,0,0,0,30/07/2019
93,52,0,0,0,31/07/2019
90,56,0.11,0,0,01/08/2019
87,63,0.01,0,0,02/08/2019
83,60,0.02,0,0,03/08/2019
88,57,0.05,0,0,04/08/2019
96,59,-999,0,0,05/08/2019
93,60,0,0,0,06/08/2019
89,63,0,0,0,07/08/2019
95,57,0,0,0,08/08/2019
88,63,-999,0,0,09/08/2019
83,61,0.01,0,0,10/08/2019
96,60,0.01,0,0,11/08/2019
95,65,-999,0,0,12/08/2019
81,62,-999,0,0,13/08/2019
91,60,0,0,0,14/08/2019
88,53,0,0,0,15/08/2019
91,55,0,0,0,16/08/2019
95,55,0,0,0,17/08/2019
91,57,0,0,0,18/08/2019
90,60,0,0,0,19/08/2019
89,57,0,0,0,20/08/2019
96,57,0,0,0,21/08/2019
98,58,0,0,0,22/08/2019
82,64,0.01,-999,0,23/08/2019
90,53,-999,0,0,24/08/2019
87,62,0,0,0,25/08/2019
90,51,0,0,0,26/08/2019
97,58,0,0,0,27/08/2019
89,56,0,0,0,28/08/2019
77,49,0,0,0,29/08/2019
94,47,0,0,0,30/08/2019
88,63,0,0,0,31/08/2019
84,53,0,0,0,01/09/2019
91,55,0,0,0,02/09/2019
98,53,0,0,0,03/09/2019
100,61,0,0,0,04/09/2019
92,61,0,0,0,05/09/2019
85,57,-999,0,0,06/09/2019
97,63,0,0,0,07/09/2019
82,59,0.02,0,0,08/09/2019
89,61,0.05,0,0,09/09/2019
85,51,0.02,0,0,10/09/2019
84,50,0.08,0,0,11/09/2019
82,56,0.01,0,0,12/09/2019
76,53,0.25,0,0,13/09/2019
79,47,-999,0,0,14/09/2019
80,43,0,0,0,15/09/2019
90,45,0,0,0,16/09/2019
87,48,0,0,0,17/09/2019
88,56,0,0,0,18/09/2019
87,59,0,0,0,19/09/2019
83,49,0,0,0,20/09/2019
86,46,0,0,0,21/09/2019
86,53,0,0,0,22/09/2019
78,45,0,0,0,23/09/2019
76,41,-999,0,0,24/09/2019
81,43,0,0,0,25/09/2019
86,49,0,0,0,26/09/2019
81,50,0,0,0,27/09/2019
85,40,0,0,0,28/09/2019
79,45,-999,0,0,29/09/2019
73,47,0.13,0,0,30/09/2019
86,45,0,0,0,01/10/2019
82,45,0,0,0,02/10/2019
66,47,0.14,0,0,03/10/2019
62,40,0.37,0,0,04/10/2019
65,43,0,0,0,05/10/2019
69,36,0,0,0,06/10/2019
65,47,0,0,0,07/10/2019
64,39,0,0,0,08/10/2019
74,31,0,0,0,09/10/2019
80,42,0,0,0,10/10/2019
80,48,0,0,0,11/10/2019
55,20,0.42,3.8,3,12/10/2019
44,15,0,0,0,13/10/2019
67,26,0,0,0,14/10/2019
74,32,0,0,0,15/10/2019
75,37,0,0,0,16/10/2019
69,32,0,0,0,17/10/2019
80,33,0,0,0,18/10/2019
78,43,0,0,0,19/10/2019
67,49,0,0,0,20/10/2019
65,32,0,0,0,21/10/2019
50,33,0,0,0,22/10/2019
55,30,0,0,0,23/10/2019
64,31,0,0,0,24/10/2019
57,37,-999,0,0,25/10/2019
40,25,0.54,7,2,26/10/2019
60,25,0,0,-999,27/10/2019
73,36,0,0,0,28/10/2019
59,19,0.23,3.9,3,29/10/2019
28,16,0.4,4.9,5,30/10/2019
21,9,0.2,4.7,7,31/10/2019
24,3,0.12,2.1,7,01/11/2019
45,3,0,0,4,02/11/2019
40,22,0,0,3,03/11/2019
48,17,0,0,2,04/11/2019
56,26,0,0,2,05/11/2019
49,31,0,0,1,06/11/2019
58,27,0,0,-999,07/11/2019
55,31,0.01,0,-999,08/11/2019
47,27,0.08,0,-999,09/11/2019
69,26,0,0,0,10/11/2019
79,41,0,0,0,11/11/2019
72,34,0,0,0,12/11/2019
53,12,0.19,3.5,2,13/11/2019
57,14,0,0,-999,14/11/2019
62,36,0,0,0,15/11/2019
55,28,0,0,0,16/11/2019
72,33,0,0,0,17/11/2019
65,42,0,0,0,18/11/2019
55,27,0,0,0,19/11/2019
66,43,0,0,0,20/11/2019
64,34,0,0,0,21/11/2019
51,33,0.11,0.5,-999,22/11/2019
34,25,0.3,0.6,1,23/11/2019
36,25,0.15,1.8,2,24/11/2019
58,23,0,0,1,25/11/2019
63,32,0,0,-999,26/11/2019
52,29,0.14,1.6,2,27/11/2019
29,21,1.33,20.7,20,28/11/2019
27,4,0.01,0.2,15,29/11/2019
31,4,0,0,13,30/11/2019
27,9,-999,-999,10,01/12/2019
37,21,0.06,0.6,10,02/12/2019
36,13,0,0,9,03/12/2019
54,15,0,0,6,04/12/2019
56,35,0,0,4,05/12/2019
54,31,0,0,4,06/12/2019
43,31,0.12,-999,3,07/12/2019
49,25,0.01,-999,3,08/12/2019
59,24,0,0,2,09/12/2019
56,35,-999,0,1,10/12/2019
45,26,-999,-999,1,11/12/2019
35,18,0,0,1,12/12/2019
54,23,0,0,1,13/12/2019
51,34,0,0,-999,14/12/2019
46,36,0,0,-999,15/12/2019
40,25,0.06,0.7,1,16/12/2019
31,18,-999,-999,-999,17/12/2019
34,18,-999,-999,-999,18/12/2019
44,15,0,0,-999,19/12/2019
54,19,0,0,-999,20/12/2019
47,25,0,0,-999,21/12/2019
53,24,0,0,-999,22/12/2019
64,28,0,0,-999,23/12/2019
64,32,0,0,-999,24/12/2019
58,37,0,0,-999,25/12/2019
58,34,0,0,-999,26/12/2019
50,27,0,0,-999,27/12/2019
38,20,0,0,-999,28/12/2019
36,18,0,0,-999,29/12/2019
30,22,0.16,2.7,2,30/12/2019
36,14,0,0,1,31/12/2019
36,11,0,0,1,01/01/2020
52,14,0,0,1,02/01/2020
53,23,0,0,-999,03/01/2020
48,28,0,0,-999,04/01/2020
47,23,0,0,-999,05/01/2020
65,28,0,0,-999,06/01/2020
58,28,0,0,-999,07/01/2020
41,27,0,0,0,08/01/2020
57,32,0,0,0,09/01/2020
58,34,0,0,0,10/01/2020
50,24,0,0,0,11/01/2020
36,19,0,0,0,12/01/2020
45,11,0,0,0,13/01/2020
42,18,0,0,0,14/01/2020
45,17,0,0,0,15/01/2020
53,25,0,0,0,16/01/2020
47,25,0,0,0,17/01/2020
37,15,0,0,0,18/01/2020
50,21,-999,0,0,19/01/2020
42,17,0,0,0,20/01/2020
47,18,0,0,0,21/01/2020
51,19,0,0,0,22/01/2020
51,28,0,0,0,23/01/2020
53,34,0,0,0,24/01/2020
42,26,0,0,0,25/01/2020
52,21,0,0,0,26/01/2020
56,26,0,0,0,27/01/2020
54,27,0,0,0,28/01/2020
43,28,0,0,0,29/01/2020
50,23,0,0,0,30/01/2020
44,28,-999,-999,0,31/01/2020
40,20,-999,-999,0,01/02/2020
55,17,0,0,0,02/02/2020
65,25,0,0,0,03/02/2020
75,44,0,0,0,04/02/2020
61,18,0.25,5.2,5,05/02/2020
22,9,0.5,8.6,10,06/02/2020
31,-3,0,0,7,07/02/2020
42,20,0,0,5,08/02/2020
35,23,0.31,3.7,8,09/02/2020
55,21,0.01,0.2,6,10/02/2020
47,24,0.24,3.9,9,11/02/2020
35,11,-999,-999,-999,12/02/2020
35,6,0.45,8.5,-999,13/02/2020
