t_max,t_min,precip,snow,snow_depth,date
55,36,0.0,0.0,0,2022-12-02
44,15,0.3,5.5,4,2022-12-03
29,7,0.0,0.0,3,2022-12-04
56,14,0.0,0.0,1,2022-12-05
56,32,0.0,0.0,0,2022-12-06
54,13,0.0,0.0,0,2022-12-07
55,28,0.0,0.0,0,2022-12-08
57,30,0.0,0.0,0,2022-12-09
51,26,0.0,0.0,0,2022-12-10
50,24,0.0,0.0,0,2022-12-11
44,20,0.0,0.0,0,2022-12-12
52,12,0.0,0.0,0,2022-12-13
53,20,0.0,0.0,0,2022-12-14
61,26,0.0,0.0,0,2022-12-15
54,31,0.0,0.0,0,2022-12-16
41,22,0.0,0.0,0,2022-12-17
40,18,0.0,0.0,0,2022-12-18
33,17,0.0,0.0,0,2022-12-19
32,10,0.0,0.0,0,2022-12-20
38,13,0.0,0.0,0,2022-12-21
41,13,0.0,0.0,0,2022-12-22
45,10,0.0,0.0,0,2022-12-23
50,19,0.0,0.0,0,2022-12-24
47,6,0.0,0.0,0,2022-12-25
7,-18,0.55,6.2,6,2022-12-26
12,-14,0.0,0.0,5,2022-12-27
51,-2,0.0,0.0,4,2022-12-28
53,17,0.0,0.0,2,2022-12-29
49,28,0.0,0.0,2,2022-12-30
62,32,0.0,0.0,0,2022-12-31
57,41,0.0,0.0,0,2023-01-01
41,21,1.26,9.3,9,2023-01-02
37,19,0.0,0.0,8,2023-01-03
53,23,0.0,0.0,6,2023-01-04
40,28,0.0,0.0,6,2023-01-05
31,26,0.11,0.9,7,2023-01-06
26,16,0.06,0.7,7,2023-01-07
37,13,0.0,0.0,6,2023-01-08
38,13,0.0,0.0,6,2023-01-09
48,19,0.0,0.0,6,2023-01-10
45,24,0.0,0.0,6,2023-01-11
57,21,0.0,0.0,5,2023-01-12
52,32,0.0,0.0,5,2023-01-13
56,32,0.0,0.0,2,2023-01-14
51,32,0.01,0.0,2,2023-01-15
49,22,0.0,0.0,2,2023-01-16
52,25,0.0,0.0,1,2023-01-17
62,34,0.0,0.0,0,2023-01-18
53,33,0.0,0.0,0,2023-01-19
48,26,0.0,0.0,0,2023-01-20
43,22,0.0,0.0,0,2023-01-21
31,22,0.58,5.8,5,2023-01-22
38,18,0.0,0.0,5,2023-01-23
32,18,0.0,0.0,4,2023-01-24
32,13,0.0,0.0,4,2023-01-25
40,16,0.0,0.0,4,2023-01-26
34,24,0.01,0.2,3,2023-01-27
35,16,0.0,0.0,3,2023-01-28
33,16,0.0,0.0,3,2023-01-29
40,14,0.0,0.0,3,2023-01-30
46,26,0.0,0.0,2,2023-01-31
41,21,0.0,0.0,2,2023-02-01
25,1,0.08,1.1,3,2023-02-02
9,-7,0.03,0.5,3,2023-02-03
30,-4,0.0,0.1,3,2023-02-04
46,8,0.0,0.0,3,2023-02-05
49,19,0.0,0.0,2,2023-02-06
61,24,0.0,0.0,2,2023-02-07
54,32,0.0,0.0,1,2023-02-08
49,27,0.0,0.0,0,2023-02-09
48,28,0.0,0.0,0,2023-02-10
48,23,0.0,0.0,0,2023-02-11
52,20,0.0,0.0,0,2023-02-12
38,19,0.0,0.0,0,2023-02-13
50,10,0.0,0.0,0,2023-02-14
57,24,0.0,0.0,0,2023-02-15
49,30,0.0,0.0,0,2023-02-16
58,24,0.0,0.0,0,2023-02-17
50,33,0.0,0.0,0,2023-02-18
33,13,0.28,9.1,7,2023-02-19
31,2,0.07,1.5,5,2023-02-20
55,11,0.0,0.0,2,2023-02-21
54,32,0.0,0.0,1,2023-02-22
48,32,0.0,0.0,0,2023-02-23
53,31,0.0,0.0,0,2023-02-24
62,32,0.0,0.0,0,2023-02-25
48,2,0.51,6.1,5,2023-02-26
9,-13,0.05,0.6,4,2023-02-27
41,-5,0.0,0.0,3,2023-02-28
59,19,0.0,0.0,0,2023-03-01
62,27,0.0,0.0,0,2023-03-02
49,25,0.0,0.0,0,2023-03-03
49,30,0.0,0.0,0,2023-03-04
0,0,0.0,0.0,0,2023-03-05
36,20,0.0,0.0,0,2023-03-06
49,15,0.03,0.5,0,2023-03-07
46,25,0.0,0.0,0,2023-03-08
39,21,0.0,0.0,0,2023-03-09
54,20,0.0,0.0,0,2023-03-10
45,20,0.0,0.0,0,2023-03-11
38,26,0.01,0.0,0,2023-03-12
36,24,0.0,0.0,0,2023-03-13
54,26,0.01,0.2,0,2023-03-14
61,24,0.0,0.0,0,2023-03-15
58,36,0.0,0.0,0,2023-03-16
50,23,0.0,0.0,0,2023-03-17
52,19,0.0,0.0,0,2023-03-18
66,30,0.0,0.0,0,2023-03-19
69,38,0.0,0.0,0,2023-03-20
54,25,0.05,0.5,0,2023-03-21
42,19,0.0,0.0,0,2023-03-22
46,13,0.0,0.0,0,2023-03-23
55,16,0.0,0.0,0,2023-03-24
53,32,0.0,0.0,0,2023-03-25
57,27,0.0,0.0,0,2023-03-26
49,30,0.04,0.2,0,2023-03-27
50,26,0.0,0.0,0,2023-03-28
55,23,0.0,0.0,0,2023-03-29
46,23,0.03,0.3,0,2023-03-30
40,19,0.0,0.0,0,2023-03-31
35,23,0.18,2.6,1,2023-04-01
48,14,0.0,0.0,0,2023-04-02
49,26,0.0,0.0,0,2023-04-03
65,25,0.0,0.0,0,2023-04-04
51,33,0.0,0.0,0,2023-04-05
65,32,0.0,0.0,0,2023-04-06
67,44,0.0,0.0,0,2023-04-07
57,32,0.0,0.0,0,2023-04-08
51,22,0.33,4.6,4,2023-04-09
42,8,0.08,1.4,1,2023-04-10
52,21,0.0,0.0,0,2023-04-11
65,25,0.0,0.0,0,2023-04-12
67,35,0.0,0.0,0,2023-04-13
69,35,0.0,0.0,0,2023-04-14
75,34,0.0,0.0,0,2023-04-15
84,39,0.0,0.0,0,2023-04-16
82,50,0.0,0.0,0,2023-04-17
76,54,0.0,0.0,0,2023-04-18
64,33,0.26,0.2,0,2023-04-19
51,28,0.08,0.3,0,2023-04-20
62,26,0.0,0.0,0,2023-04-21
72,35,0.0,0.0,0,2023-04-22
76,41,0.0,0.0,0,2023-04-23
69,39,0.0,0.0,0,2023-04-24
50,26,0.0,0.0,0,2023-04-25
52,30,0.0,0.0,0,2023-04-26
45,24,0.38,3.4,3,2023-04-27
56,19,0.0,0.0,0,2023-04-28
65,32,0.0,0.0,0,2023-04-29
60,36,0.05,0.0,0,2023-04-30
57,38,0.9,0.0,0,2023-05-01
67,40,0.0,0.0,0,2023-05-02
59,32,0.19,0.0,0,2023-05-03
71,39,0.0,0.0,0,2023-05-04
69,39,0.0,0.0,0,2023-05-05
70,36,0.0,0.0,0,2023-05-06
69,39,0.0,0.0,0,2023-05-07
79,43,0.0,0.0,0,2023-05-08
73,46,0.0,0.0,0,2023-05-09
74,43,0.08,0.0,0,2023-05-10
69,38,0.0,0.0,0,2023-05-11
67,42,0.0,0.0,0,2023-05-12
73,39,0.0,0.0,0,2023-05-13
76,42,0.0,0.0,0,2023-05-14
75,45,0.13,0.0,0,2023-05-15
54,43,1.27,0.0,0,2023-05-16
63,46,0.93,0.0,0,2023-05-17
61,42,0.0,0.0,0,2023-05-18
61,47,0.93,0.0,0,2023-05-19
57,46,1.17,0.0,0,2023-05-20
78,43,0.0,0.0,0,2023-05-21
78,45,0.01,0.0,0,2023-05-22
68,46,0.15,0.0,0,2023-05-23
56,48,0.34,0.0,0,2023-05-24
66,45,0.0,0.0,0,2023-05-25
75,46,0.0,0.0,0,2023-05-26
75,46,0.0,0.0,0,2023-05-27
78,46,0.0,0.0,0,2023-05-28
73,47,0.23,0.0,0,2023-05-29
73,46,0.02,0.0,0,2023-05-30
69,48,0.09,0.0,0,2023-05-31
78,46,0.13,0.0,0,2023-06-01
78,45,0.01,0.0,0,2023-06-02
81,46,0.0,0.0,0,2023-06-03
79,47,0.0,0.0,0,2023-06-04
75,47,0.03,0.0,0,2023-06-05
71,50,0.13,0.0,0,2023-06-06
71,50,0.5,0.0,0,2023-06-07
69,50,0.16,0.0,0,2023-06-08
61,52,0.79,0.0,0,2023-06-09
69,50,0.04,0.0,0,2023-06-10
75,45,0.0,0.0,0,2023-06-11
76,48,0.08,0.0,0,2023-06-12
77,51,0.0,0.0,0,2023-06-13
79,52,0.0,0.0,0,2023-06-14
73,46,0.0,0.0,0,2023-06-15
70,50,0.0,0.0,0,2023-06-16
66,42,1.24,0.0,0,2023-06-17
65,46,0.11,0.0,0,2023-06-18
77,44,0.07,0.0,0,2023-06-19
75,53,0.13,0.0,0,2023-06-20
71,44,0.89,0.0,0,2023-06-21
72,46,0.01,0.0,0,2023-06-22
82,47,0.0,0.0,0,2023-06-23
89,55,0.0,0.0,0,2023-06-24
86,54,0.0,0.0,0,2023-06-25
82,51,0.14,0.0,0,2023-06-26
79,53,0.53,0.0,0,2023-06-27
77,55,0.03,0.0,0,2023-06-28
84,55,0.0,0.0,0,2023-06-29
81,48,0.0,0.0,0,2023-06-30
84,50,0.0,0.0,0,2023-07-01
90,55,0.0,0.0,0,2023-07-02
86,62,0.0,0.0,0,2023-07-03
78,59,0.13,0.0,0,2023-07-04
69,49,0.06,0.0,0,2023-07-05
82,48,0.0,0.0,0,2023-07-06
86,52,0.0,0.0,0,2023-07-07
91,53,0.0,0.0,0,2023-07-08
87,60,0.02,0.0,0,2023-07-09
71,54,0.61,0.0,0,2023-07-10
73,56,0.08,0.0,0,2023-07-11
76,53,0.0,0.0,0,2023-07-12
78,58,0.03,0.0,0,2023-07-13
80,53,0.0,0.0,0,2023-07-14
93,54,0.0,0.0,0,2023-07-15
95,58,0.0,0.0,0,2023-07-16
91,59,0.0,0.0,0,2023-07-17
92,58,0.0,0.0,0,2023-07-18
86,61,0.0,0.0,0,2023-07-19
84,53,0.0,0.0,0,2023-07-20
88,54,0.0,0.0,0,2023-07-21
97,58,0.0,0.0,0,2023-07-22
94,62,0.0,0.0,0,2023-07-23
86,68,0.0,0.0,0,2023-07-24
78,59,0.4,0.0,0,2023-07-25
82,53,0.04,0.0,0,2023-07-26
89,52,0.1,0.0,0,2023-07-27
96,56,0.0,0.0,0,2023-07-28
97,58,0.0,0.0,0,2023-07-29
98,60,0.0,0.0,0,2023-07-30
95,67,0.08,0.0,0,2023-07-31
